"","Schedule","RMSE_Total_Dist","RMSE_NonCon_Dist","RMSE_Con_Dist","min_bye_dist","min_0_dist","min_1_dist","min_2_dist","min_3_dist","min_4_dist","min_5_dist","min_6_dist","min_7_dist","min_8_dist","min_9_dist","min_10_dist","max_away_streak","max_home_streak","max_away_streak_nc","max_home_streak_nc","max_away_streak_c","max_home_streak_c"
"35",76675,369.884257081,162.14517523269,253.781157758132,1,2,2,2,2,4,3,2,2,2,4,2,5,4,3,3,3,2
"36",80178,365.827783174199,160.008677450644,256.269679752269,1,1,2,1,1,1,1,1,1,2,1,1,4,5,3,3,4,4
"37",84999,356.022076574283,150.580968582267,248.790097063155,1,2,2,2,2,2,2,3,2,1,1,2,4,5,3,3,4,4
"38",85611,359.51215798014,142.959047479334,254.505873546018,1,2,4,2,2,2,4,4,2,2,4,4,5,5,2,3,4,5
"39",87688,358.54937301934,153.336501344683,234.943636638012,2,3,2,2,1,1,1,2,2,2,1,3,6,5,3,3,5,3
"40",87962,365.165987390813,163.522283466452,265.76914732418,2,1,2,1,2,4,2,2,2,4,2,2,4,5,3,2,3,4
"41",87987,346.264242479403,146.237268994519,240.99446171751,2,2,2,6,4,2,4,2,4,2,2,2,5,4,3,2,3,4
"42",88296,371.709275003956,128.672240419391,259.632894043535,1,1,1,2,1,1,2,1,2,1,1,1,5,5,3,3,3,3
"43",90715,366.959835215187,134.000863448556,273.793823617772,3,4,4,2,1,2,4,1,5,2,4,4,4,8,3,3,3,5
"44",90795,348.932089819474,141.113107438356,243.74197168385,1,4,2,1,2,1,2,2,2,2,2,2,4,4,3,3,3,3
"45",91587,370.586602229582,125.019469558125,278.267633822293,1,2,1,1,1,2,2,4,2,1,1,1,8,5,3,3,5,4
"46",92495,353.262316788544,121.088588566354,284.791412722242,2,2,2,4,1,1,1,4,2,1,2,4,5,5,3,3,4,3
"47",94401,350.535269561583,151.955789568779,235.773704363785,1,2,2,2,2,2,2,1,1,1,1,4,4,4,3,3,3,3
"48",96007,361.668950494877,117.316270985812,264.978839011659,2,2,2,2,2,2,1,2,2,2,2,1,6,7,3,3,4,5
