"","Schedule","RMSE_Total_Dist","RMSE_NonCon_Dist","RMSE_Con_Dist","min_bye_dist","min_0_dist","min_1_dist","min_2_dist","min_3_dist","min_4_dist","min_5_dist","min_6_dist","min_7_dist","min_8_dist","min_9_dist","min_10_dist","max_away_streak","max_home_streak","max_away_streak_nc","max_home_streak_nc","max_away_streak_c","max_home_streak_c"
"26",459654,350.983058619667,134.39795354601,271.24756159166,1,2,1,4,2,1,1,2,3,1,2,4,5,5,2,3,4,4
"27",468064,358.542273635162,138.480359319852,269.955490668645,1,2,2,4,2,4,3,2,2,3,2,2,5,6,3,2,4,4
"28",469241,353.01991140903,152.705896772492,255.86815432307,1,1,1,4,2,1,1,2,1,1,8,1,4,5,2,2,5,4
"29",472643,359.834649813788,127.275844117679,283.905816067044,2,2,2,1,2,5,1,6,1,1,4,1,5,6,3,2,4,4
"30",473269,363.14835435773,118.805278564869,276.744982111631,2,2,4,2,2,2,2,2,4,1,1,2,5,5,3,3,3,2
"31",475687,368.63115117938,138.662680065601,280.210900502337,3,2,1,2,1,1,1,1,1,3,3,2,7,4,3,3,4,4
"32",475942,349.116405318928,168.947250802489,261.130694613677,2,4,2,2,2,2,2,3,4,2,2,2,6,7,2,3,4,5
"33",476353,369.500958967207,149.109699481083,253.769694509096,1,2,2,4,2,4,1,1,2,2,4,2,5,6,3,3,4,4
"34",476962,351.169474755423,110.617948717703,267.222011267383,1,4,1,1,2,1,1,3,3,1,1,1,4,7,3,3,5,5
"35",479093,360.944926089039,146.396890632202,251.355531679303,1,2,2,1,1,1,1,2,4,2,2,6,5,5,3,3,3,4
"36",479570,363.824405925589,139.374814234765,256.445924897812,1,2,1,1,1,1,2,2,1,1,1,2,5,6,3,3,5,4
"37",483871,356.288210941926,106.519699027887,271.453936551713,1,2,2,2,1,1,1,1,6,2,2,2,4,5,2,2,3,4
"38",487766,366.621925644984,138.144073792425,281.828709480782,1,2,2,2,2,2,2,1,2,1,1,1,5,4,3,2,3,4
"39",492239,358.262035318303,108.39856057109,271.422454414388,2,3,1,1,1,2,4,2,2,3,2,1,3,3,3,2,4,4
"40",492729,375.148323284018,116.380325507747,280.403222060926,4,2,2,2,2,6,2,2,4,2,2,2,5,5,3,2,4,4
"41",494119,364.048516428854,142.754948098522,246.468444663563,1,1,2,2,2,2,2,2,2,1,2,2,5,5,3,3,5,5
"42",494200,354.260888131197,146.441311969129,233.25125671758,1,1,2,2,2,2,1,1,2,1,2,1,5,5,3,2,3,4
"43",496712,360.595535879006,162.210505004714,294.744209036124,1,2,2,2,1,2,1,1,4,2,4,2,5,4,2,2,3,3
"44",496955,365.914906786078,133.609397402953,279.070801763091,2,1,2,4,1,1,2,1,1,2,1,3,5,4,3,3,3,3
"45",496983,374.499246929034,180.633412612579,272.586539446839,1,1,1,4,2,2,2,1,4,2,2,1,4,5,3,3,4,5
