"","Schedule","RMSE_Total_Dist","RMSE_NonCon_Dist","RMSE_Con_Dist","min_bye_dist","min_0_dist","min_1_dist","min_2_dist","min_3_dist","min_4_dist","min_5_dist","min_6_dist","min_7_dist","min_8_dist","min_9_dist","min_10_dist","max_away_streak","max_home_streak","max_away_streak_nc","max_home_streak_nc","max_away_streak_c","max_home_streak_c"
"41",276707,344.562796397343,137.046170659971,260.776050971577,1,1,1,4,3,1,1,1,1,3,3,2,4,4,3,2,3,3
"42",277295,351.434298433864,113.141979114812,251.262202121362,2,2,2,2,2,2,2,2,3,5,2,2,4,4,3,3,3,3
"43",278369,355.735299493577,133.15882519485,262.907110516872,2,3,4,2,3,2,2,3,2,2,2,2,5,8,3,3,4,5
"44",280470,348.814118487481,142.420921947109,256.340972563646,1,1,1,2,2,2,1,2,1,4,1,1,6,4,3,3,4,4
"45",281860,353.056851648382,136.041012289653,242.707762239364,1,2,1,1,1,2,2,2,1,1,1,3,5,6,3,2,4,4
"46",289907,373.384520300454,145.487780294003,261.95170206524,1,4,3,1,2,2,1,2,2,2,2,3,7,5,3,3,5,5
"47",293812,372.110309780081,139.38335269416,252.763208694267,1,1,2,2,1,2,2,2,3,2,3,4,6,5,3,3,5,4
"48",293818,365.849221527888,134.61490836352,278.308794550167,1,2,2,1,8,2,2,4,2,4,1,2,5,6,2,3,4,4
"49",296230,368.454534239508,134.645969824881,280.285509689939,2,3,1,6,1,1,2,2,2,1,2,2,5,4,3,3,3,4
"50",298488,353.910223476225,123.278023485048,252.960944948863,2,2,1,2,1,6,1,1,2,2,2,1,6,6,3,3,4,4
