"","Schedule","RMSE_Total_Dist","RMSE_NonCon_Dist","RMSE_Con_Dist","min_bye_dist","min_0_dist","min_1_dist","min_2_dist","min_3_dist","min_4_dist","min_5_dist","min_6_dist","min_7_dist","min_8_dist","min_9_dist","min_10_dist","max_away_streak","max_home_streak","max_away_streak_nc","max_home_streak_nc","max_away_streak_c","max_home_streak_c"
"1",602497,377.130750941613,125.368020227918,266.232577127531,2,3,1,3,1,2,1,2,2,1,4,3,4,4,3,3,4,5
"2",603445,354.098716216885,139.96717442799,233.805209593494,2,3,2,2,2,4,2,1,1,2,1,2,4,6,3,3,4,4
"3",603648,355.140712422322,126.140876250155,270.545179618629,2,1,2,2,2,1,2,1,1,3,1,2,6,4,3,2,4,4
"4",615270,356.359438750788,150.075022561032,245.536821227514,1,1,1,2,1,1,1,2,1,2,4,2,5,6,3,3,3,4
"5",616889,369.78157501847,124.317309287282,268.62505744551,1,2,2,2,2,2,2,2,2,2,3,2,5,5,2,3,4,4
"6",619577,354.944134819798,146.932322645552,235.568873612105,3,2,2,2,4,4,1,2,2,2,2,1,4,5,2,2,5,3
"7",619640,368.678721924659,140.399312470356,250.70367085169,1,2,3,2,3,2,1,1,6,2,2,1,5,4,3,3,4,3
"8",619831,362.389156607157,129.618384575008,278.416894139254,1,1,1,1,2,2,2,1,1,1,2,1,5,5,3,3,4,4
"9",621201,346.889031247746,143.122844998032,231.389407387719,2,1,4,1,1,2,1,1,2,1,1,2,5,6,3,3,4,4
"10",622268,363.761864706673,145.950971049915,254.618366181024,2,2,2,4,1,2,6,1,2,2,2,2,4,5,3,3,3,3
"11",623952,348.534618316874,151.584032827552,238.515034091361,2,2,1,1,1,6,1,2,1,2,1,4,4,4,2,3,3,3
"12",625590,363.269201002086,133.985258841325,276.59317620644,2,2,1,3,2,2,2,1,1,2,1,2,5,4,3,3,3,4
"13",627537,349.743376995285,110.745482903237,258.986071293355,2,4,2,1,1,1,2,1,1,1,2,1,4,5,3,3,3,4
"14",627785,360.272945197558,105.749118355936,281.050244030176,1,3,2,2,2,1,2,1,2,2,1,1,5,6,2,3,4,5
"15",628355,355.148950244125,120.743016498089,263.362114408631,1,2,1,4,1,1,1,1,1,2,2,2,5,3,3,3,4,4
"16",634283,363.095893806545,114.252873085382,267.972799902534,1,2,1,4,2,2,2,2,1,2,4,2,4,4,3,3,3,3
"17",634891,351.926386930821,134.931510021545,240.884664284805,2,4,1,1,1,1,1,2,4,4,2,3,5,6,3,3,5,3
"18",638054,365.19868927014,107.241829140291,278.40579218825,2,1,1,1,2,4,1,1,1,2,6,1,7,4,3,3,5,4
"19",639150,347.990619233307,134.26666447813,249.830421825328,1,2,2,2,2,2,1,4,2,2,3,1,4,5,3,2,3,4
"20",639513,348.974625519103,110.908196717707,276.998463462039,1,1,2,2,4,2,1,2,2,2,3,2,6,4,3,2,4,3
"21",644212,353.382942616408,107.702759006075,264.215070171603,2,6,1,3,1,1,4,1,4,3,4,4,4,4,2,3,3,4
"22",645978,355.829585918423,149.77514827675,228.046174822643,1,1,2,2,2,2,4,2,1,3,2,2,5,5,2,3,4,3
"23",646558,357.837651909308,106.171621552751,275.228440054577,1,2,1,2,2,2,2,2,2,2,2,1,7,4,3,3,4,4
"24",647646,370.212246472232,152.504816344483,249.880632659901,1,2,1,1,1,1,2,1,4,4,1,4,4,4,3,3,4,3
"25",650284,356.139771985779,165.075239544711,240.065831191749,1,2,3,2,2,2,4,1,1,4,2,5,7,4,3,3,4,4
"26",650974,370.978313504859,185.651588726556,271.681236405601,2,2,1,1,1,1,2,3,1,2,2,1,5,4,3,2,4,3
"27",652756,353.725695657801,125.616562049584,248.663634868038,1,2,2,2,2,2,6,1,1,2,2,1,4,5,2,2,4,4
"28",654056,356.128957978348,118.918195370106,272.640895412335,1,6,2,1,1,4,2,2,4,2,4,2,6,5,2,2,4,4
"29",654753,360.380308760272,114.217712945117,285.452055576865,3,2,2,2,2,2,4,2,2,2,3,2,4,5,3,3,4,4
"30",654982,354.86202649937,127.077642694249,275.36119030097,2,2,1,2,2,4,4,2,6,1,2,2,5,5,3,3,3,3
"31",656889,363.189748462742,139.383886330505,287.417914979633,1,4,3,2,3,2,2,2,4,4,4,2,5,4,3,3,3,4
"32",657230,357.834510898659,160.861934538508,253.098190856584,2,1,4,2,2,2,2,2,2,6,2,1,7,4,3,3,4,5
"33",657285,355.516734852708,135.909242930897,247.832354693768,2,3,1,2,3,2,2,2,1,2,1,1,5,6,3,3,4,3
"34",660476,357.177132711812,151.526393522331,248.036587543714,2,4,2,2,4,2,3,1,2,2,2,1,6,5,3,3,4,3
"35",661758,356.771890454085,140.915073186795,251.707556928424,2,1,3,1,3,1,2,2,2,4,2,2,6,5,3,3,4,3
"36",664585,351.807892731857,123.278894991857,269.566594295975,1,1,1,2,2,2,1,1,1,2,4,1,4,5,2,3,3,4
"37",668489,363.518253546032,156.491121391535,254.582659618664,1,3,2,2,4,2,1,3,1,2,2,2,4,4,3,3,4,3
"38",671270,370.500978685093,118.67456716821,275.028202911436,1,2,2,1,2,2,2,2,1,2,2,2,5,4,2,3,5,5
"39",673588,369.253367739249,122.300537560566,269.919455387518,1,4,1,1,2,1,2,2,2,2,2,1,6,8,3,3,5,5
"40",673846,357.398520533226,133.155597791233,271.97019160924,1,4,2,2,2,2,2,2,2,1,1,2,5,6,3,3,4,3
"41",675213,365.106211196886,123.104403718454,288.590246852717,4,1,4,2,3,1,2,2,2,2,3,2,6,4,3,3,4,4
"42",679155,356.961279933694,154.445903765955,251.460395646138,1,1,4,1,4,2,1,1,1,1,1,6,4,5,3,3,4,4
"43",680931,347.702066822628,132.268884667709,243.452372860154,1,2,1,2,1,2,4,1,1,2,1,2,6,7,3,3,4,4
"44",681383,352.025003807663,149.963191075964,246.630683847075,1,2,1,4,4,2,1,2,1,4,2,1,4,4,2,3,4,3
"45",682317,352.857942057037,175.451012682286,278.42375100549,2,1,2,1,5,1,2,2,4,4,1,2,5,6,3,3,5,5
"46",682430,365.973737936896,135.934719383549,257.006833365757,1,1,4,3,1,1,2,1,1,4,2,3,5,5,3,2,4,3
"47",685260,354.539766854145,142.761779268244,245.653791185821,3,2,2,6,2,2,1,1,4,1,2,1,5,5,3,3,5,5
"48",690730,366.064168154453,133.336955873655,281.178305829987,3,1,1,2,2,1,4,2,1,1,1,2,4,4,3,3,4,4
"49",691482,369.355413507916,156.170070465153,262.441965249399,3,1,4,1,1,4,2,2,2,2,1,1,7,4,3,3,5,4
"50",692074,359.338855710234,135.271322084588,251.020034760653,4,2,2,2,1,1,2,2,1,1,2,5,5,4,2,3,4,3
"51",693965,357.992451095442,133.113634423456,250.675747886612,2,2,2,2,2,2,1,2,1,2,1,1,4,4,3,3,4,3
"52",697873,350.866789725433,118.476974085388,268.410072355992,2,2,1,2,2,2,2,2,2,2,2,1,4,5,3,3,4,5
"53",698698,362.480298695183,116.370099252342,264.588812441912,1,2,2,2,2,3,2,2,2,2,3,3,6,6,3,2,4,4
