"","Schedule","RMSE_Total_Dist","RMSE_NonCon_Dist","RMSE_Con_Dist","min_bye_dist","min_0_dist","min_1_dist","min_2_dist","min_3_dist","min_4_dist","min_5_dist","min_6_dist","min_7_dist","min_8_dist","min_9_dist","min_10_dist","max_away_streak","max_home_streak","max_away_streak_nc","max_home_streak_nc","max_away_streak_c","max_home_streak_c"
"43",62721,362.261400530128,129.021748438966,289.46653698322,1,1,2,4,1,2,1,4,1,6,4,2,6,6,3,3,5,4
"44",63054,358.015559013666,120.342555143691,257.324280090253,1,4,2,2,2,2,2,1,2,1,1,1,4,5,2,3,4,4
"45",63269,362.429702502704,101.853159576434,282.617254244489,1,1,2,1,2,2,1,1,1,1,2,4,7,4,3,3,5,3
"46",63953,348.708265668387,103.77845124181,260.153038240542,1,1,4,2,1,2,3,2,3,1,1,2,4,4,3,3,4,3
"47",66935,356.82673990895,147.197343220724,262.373023205102,1,2,4,2,1,4,1,1,4,1,1,1,4,5,3,3,3,4
"48",69140,356.372077822098,115.328205749168,271.143309367714,2,2,8,2,4,1,2,2,2,2,1,2,5,5,3,2,4,5
"49",73712,365.219847749383,129.58471494396,286.716146668322,3,2,2,2,2,3,4,1,4,3,1,1,6,6,3,2,4,4
"50",75364,346.844738647241,139.048597248207,249.402857088621,1,1,1,2,1,3,2,1,2,1,2,1,5,4,3,2,3,3
"51",76103,352.646452784027,148.364471922781,229.888834076512,2,2,1,3,1,2,2,2,2,2,2,2,6,6,3,3,5,4
"52",76435,354.156056557973,145.522256966855,246.19497749172,2,2,6,2,2,1,2,2,2,2,1,2,6,6,3,3,3,4
"53",77017,363.728374722831,155.406797558127,265.794800613289,1,1,4,4,1,1,1,2,2,4,2,2,5,4,3,3,3,4
"54",79369,346.74655521536,135.93611771407,265.094431950654,1,2,2,1,1,2,2,2,1,2,3,2,4,4,2,2,4,3
"55",82355,355.59037163103,150.734729500822,252.652768612583,2,4,4,2,4,2,2,2,2,2,2,2,5,5,3,3,3,4
"56",84442,354.765549400336,138.726915286088,235.389741871884,1,2,4,2,2,2,2,4,3,3,2,2,4,5,3,3,4,4
"57",84865,366.422846557551,148.919302569163,247.837123267321,2,2,1,2,1,2,3,2,2,2,2,2,6,4,3,3,4,4
"58",85641,351.416684223179,131.785199635525,250.731228131501,1,1,4,2,4,2,2,1,2,2,2,2,4,5,2,3,3,3
"59",85732,357.011794605729,132.882723413611,273.085007804536,2,1,2,2,2,2,2,1,1,1,2,2,6,5,3,2,4,5
"60",88111,367.087509552452,134.017822917342,283.050531364605,1,2,2,1,2,2,2,2,2,1,2,3,6,6,3,3,4,4
"61",90001,359.399200227222,124.449531740434,273.301970249299,2,2,1,2,2,2,2,4,2,2,2,1,4,6,3,3,3,5
"62",90566,343.198398154577,138.648553860483,236.535147563862,4,1,4,1,2,2,4,6,2,1,2,1,6,5,3,3,4,3
"63",92429,361.025399166008,123.975137470155,272.54051181157,2,2,2,2,2,2,2,2,1,2,4,1,4,4,2,3,3,3
"64",92970,349.302421718175,154.320103080824,246.840698788738,1,2,1,1,1,2,1,3,2,4,1,2,3,5,3,3,4,3
"65",93624,359.902075754269,113.173895305023,260.439774291597,1,3,1,1,4,3,2,4,2,1,2,1,6,6,3,2,4,5
"66",93710,359.109320586686,147.913868168925,248.272510901673,1,3,3,6,1,1,2,4,3,3,6,2,4,4,2,3,4,3
"67",95027,368.287885956284,138.334246072199,250.661603899404,2,2,4,2,2,2,2,4,2,4,2,4,7,6,2,3,5,4
"68",96374,363.821339316633,132.316425146829,244.937401346778,2,2,3,1,4,4,2,2,4,2,2,1,7,4,3,3,4,3
"69",97598,362.403592195723,153.445174207608,258.879339455072,2,1,1,3,1,4,2,3,2,3,4,2,5,6,3,3,4,4
"70",98134,358.223232492702,111.54067560334,271.167448496251,2,2,2,1,2,2,2,2,1,2,1,2,4,7,3,3,4,5
"71",99932,361.300955112617,138.167463369218,248.198900511014,1,2,5,2,2,1,2,3,3,1,3,4,6,5,3,2,4,4
