"","Schedule","RMSE_Total_Dist","RMSE_NonCon_Dist","RMSE_Con_Dist","min_bye_dist","min_0_dist","min_1_dist","min_2_dist","min_3_dist","min_4_dist","min_5_dist","min_6_dist","min_7_dist","min_8_dist","min_9_dist","min_10_dist","max_away_streak","max_home_streak","max_away_streak_nc","max_home_streak_nc","max_away_streak_c","max_home_streak_c"
"19",33880,363.480921322274,151.692490157713,264.043322265604,2,2,4,2,1,2,1,4,2,2,2,2,5,7,3,3,4,5
"20",37036,366.896341791295,130.686553273899,265.963024833364,2,2,1,2,2,2,2,1,2,2,2,1,5,4,3,2,3,4
"21",38790,364.637757527763,162.683335866324,279.331936195116,1,2,4,4,1,1,1,1,4,2,1,1,4,6,2,3,4,4
"22",43163,354.366365025177,150.557202001034,240.094609451365,1,1,2,4,1,1,1,1,2,4,1,2,5,4,2,2,3,4
"23",46455,370.196842881377,155.201495264161,244.302650669138,2,4,2,4,6,2,2,2,2,3,6,3,6,5,2,3,4,4
"24",47105,347.006632942059,129.583439407183,245.830251182995,1,1,2,2,1,4,1,2,1,1,1,1,4,5,3,3,5,4
"25",47354,370.922771583707,147.112258255135,267.558937664147,2,4,2,2,2,3,2,2,4,3,2,2,7,6,3,2,5,4
"26",47958,365.194117972419,117.424144672491,273.584893981514,2,2,2,4,2,1,2,4,2,2,1,4,4,5,3,3,3,5
"27",54098,352.527567646012,159.082493283898,249.438576218245,1,2,2,1,2,2,1,1,2,1,2,2,5,4,3,3,4,3
"28",54212,365.594500564458,154.634519790194,259.751565987691,1,4,4,5,2,2,2,2,6,2,4,2,6,6,3,3,4,5
"29",54431,364.984546259516,145.974525118156,248.993179235466,2,3,2,1,1,2,4,3,2,3,2,3,4,5,2,2,4,4
"30",54712,373.329447047856,128.277398278461,280.89299747957,1,1,2,2,2,2,2,2,1,2,2,2,4,5,3,3,3,4
"31",57263,370.344824800075,133.489839276563,288.999470959509,1,2,2,2,2,2,2,4,4,2,2,2,5,4,3,3,3,3
"32",57889,362.154914115744,135.212841093937,267.66051027436,3,2,2,2,3,2,8,1,1,4,2,2,6,5,3,3,4,4
"33",57953,351.896279797808,155.94314496896,247.464163863567,1,1,6,2,1,1,1,2,1,1,2,2,6,5,3,3,4,4
"34",57963,372.358043281858,124.836620501285,287.846176781286,1,4,1,4,4,4,4,2,1,1,1,1,6,5,3,2,4,3
"35",62675,358.66646952794,130.767537104323,239.714913322933,1,2,1,4,1,2,3,2,1,2,4,1,6,6,3,3,4,3
"36",62896,363.127894506323,149.65497509354,241.053678737865,1,4,2,2,2,2,2,2,2,4,4,2,6,7,3,3,4,4
"37",64014,362.452253908893,112.6828358163,282.681902235074,1,1,1,1,1,1,1,1,1,2,2,1,6,4,3,3,4,3
"38",64922,376.273660742544,113.260615141137,289.410943495363,2,2,1,1,4,2,1,2,2,1,1,1,5,5,3,3,4,3
"39",68035,358.856079717779,130.36826415014,259.328439762054,2,2,2,2,2,2,2,2,2,2,2,2,6,6,2,3,5,4
"40",68763,355.417412615199,146.702600156105,235.717403292324,1,1,1,2,4,2,2,2,1,1,1,1,4,4,3,3,4,4
"41",70522,364.273872993184,136.407023400769,266.092198027751,1,6,1,2,1,4,2,1,5,2,1,1,6,4,2,3,4,4
"42",77679,357.116250720862,163.314228376105,260.169112198487,1,2,2,2,2,2,2,1,2,4,2,1,5,4,3,3,3,4
"43",78861,354.903851488897,146.782686393162,258.704752102335,2,1,2,1,1,1,2,1,1,2,2,1,4,5,2,3,5,4
"44",80127,352.164311762761,106.006237146923,274.055673899838,2,1,3,2,1,3,2,2,3,3,3,2,6,5,3,3,4,4
"45",80343,366.594265328716,146.279591906269,249.555903076506,2,1,2,1,2,2,1,4,2,1,1,1,7,5,3,3,4,4
"46",80702,363.056992998743,139.969063878327,279.202701921616,1,1,1,1,2,3,2,2,1,2,2,2,8,5,3,3,5,5
"47",88784,356.620014456205,155.315780703498,236.673468260624,2,1,4,4,2,2,2,1,2,1,4,2,5,5,3,3,4,5
"48",90314,366.607002408405,149.757545098902,258.046443382095,1,2,2,1,1,1,6,1,1,1,1,1,6,6,3,3,4,3
"49",93060,348.7077679634,140.325242040479,242.853048788326,1,2,3,1,2,2,2,1,2,4,2,2,6,6,3,3,5,3
"50",95188,353.916294908348,118.099691744232,287.960482826067,1,1,3,2,1,3,4,2,6,3,2,4,5,6,3,3,3,4
"51",97012,367.350734290094,154.739931113439,249.354008364821,2,2,2,2,2,2,2,2,2,2,2,2,5,5,3,3,4,3
"52",99604,360.059912369966,151.986460902018,287.7112877938,1,2,2,1,2,4,2,6,2,1,4,2,5,6,3,3,5,4
