"","Schedule","RMSE_Total_Dist","RMSE_NonCon_Dist","RMSE_Con_Dist","min_bye_dist","min_0_dist","min_1_dist","min_2_dist","min_3_dist","min_4_dist","min_5_dist","min_6_dist","min_7_dist","min_8_dist","min_9_dist","min_10_dist","max_away_streak","max_home_streak","max_away_streak_nc","max_home_streak_nc","max_away_streak_c","max_home_streak_c"
"15",829022,342.750469434428,127.582609763438,272.561191855673,1,1,1,1,1,2,4,1,1,1,1,2,5,6,3,3,4,5
"16",833041,355.123235506626,138.860474595756,263.971010178914,2,2,1,2,2,2,2,1,3,2,2,4,5,5,3,3,3,3
"17",833239,358.538216781087,131.605094226805,248.927086141456,2,2,2,3,3,1,2,1,2,2,1,1,4,6,3,3,4,4
"18",834866,368.649086205745,112.330092080336,284.102996106508,1,2,2,2,2,1,3,3,6,4,1,2,5,4,3,2,4,3
"19",839765,360.571607725179,126.232174913811,288.731337273887,1,1,1,2,3,2,3,3,1,1,2,2,7,6,3,3,4,4
"20",842480,356.176365450861,137.870342731708,253.594457274465,1,1,1,3,2,1,4,2,4,1,1,3,5,6,2,2,3,5
"21",842711,350.653180354267,142.015655056024,247.049431263469,3,2,4,2,2,2,3,2,2,2,2,3,6,5,3,2,4,3
"22",846999,369.070577138155,131.583929788225,282.02379595985,1,4,1,2,1,2,2,2,1,1,2,3,7,5,2,2,5,5
"23",852973,352.464522568473,167.53467631686,235.897056971051,2,2,1,2,2,2,2,2,2,2,1,3,4,6,3,3,4,4
"24",853872,370.34609678645,145.345243023023,256.48172650904,1,2,4,2,1,3,2,1,1,2,2,2,5,4,2,2,4,4
"25",859046,361.205923274058,145.358149876562,279.282137625546,1,2,2,1,2,2,6,2,2,2,1,2,5,5,3,3,4,4
"26",860888,357.883378206776,120.550253572374,273.062036967898,1,2,1,2,1,2,1,1,2,2,3,2,5,4,3,3,5,4
"27",863376,355.595298800372,133.054577753481,279.168511568263,1,1,2,2,4,1,2,1,1,1,1,2,4,6,3,3,4,4
"28",865631,360.366594795672,166.047887148395,251.208648585129,1,2,2,1,1,4,2,2,4,2,2,2,4,5,3,3,3,3
"29",866474,363.21643935563,142.558325021929,272.674904063035,1,2,4,2,2,1,4,2,1,6,2,2,5,6,3,3,4,4
"30",866949,358.201776093718,118.460580324887,264.562354974062,2,2,2,2,3,2,3,3,2,3,3,2,6,5,3,3,4,4
"31",868042,355.842615410449,135.449420281319,273.227450431726,1,3,4,4,2,2,3,4,2,2,2,2,5,4,3,3,4,4
"32",868737,363.35666515932,110.243607037152,269.163964284637,1,1,1,1,6,1,4,1,1,4,1,1,4,5,2,3,3,4
"33",870606,372.898741046923,143.735466387112,250.084283313307,1,2,2,2,2,2,4,2,2,2,2,2,6,5,3,3,3,4
"34",871067,364.033079052753,125.885557367472,264.449967146844,1,2,4,3,2,3,2,4,3,1,1,2,5,5,3,3,3,4
"35",871890,368.844723090986,123.865963280895,284.174024205341,2,1,2,2,3,1,2,3,2,2,2,2,5,5,3,3,4,3
"36",873594,366.068502824718,114.237609415458,277.945651385243,2,1,2,1,2,2,2,2,2,1,2,1,6,4,3,3,4,3
"37",874228,352.769327389879,122.227331890854,276.087212236153,1,1,3,1,3,3,2,2,1,2,3,1,6,6,3,3,4,4
"38",876831,367.772926708635,155.566095012234,251.725975898692,1,1,4,1,2,1,1,2,2,1,1,2,4,5,3,3,3,3
"39",878690,356.39872276255,160.813171205153,254.095836673638,2,2,2,2,2,2,1,2,1,1,1,2,4,6,2,3,3,4
"40",879069,362.549147423519,157.486559835834,259.464419764959,1,4,2,2,2,1,3,2,1,1,2,1,4,7,3,3,4,5
"41",880932,361.842370137117,122.479008152485,280.02721237305,2,3,3,1,4,1,2,1,2,2,1,3,5,6,3,3,3,5
"42",883320,352.607524190427,154.501598055337,235.508663489292,1,2,2,2,2,2,1,2,1,2,2,1,5,5,3,2,5,4
"43",883773,360.609837005945,127.733257705137,273.43698565477,2,1,1,1,1,1,1,1,2,2,2,2,5,6,3,3,4,4
"44",884347,353.254830408038,141.624401408727,258.666095111691,3,1,2,2,2,2,2,4,1,3,2,2,4,6,3,2,3,5
"45",886189,348.59192557848,158.141635439577,237.413263848589,1,6,4,2,2,1,1,4,2,1,1,1,4,4,3,3,3,4
"46",889487,356.204045897923,149.263868633165,242.460050385745,2,1,2,3,3,2,3,2,4,3,3,1,5,4,3,3,3,4
"47",892218,355.521151629827,129.031612501718,288.698905178457,2,1,2,2,2,1,2,2,1,2,1,1,4,4,3,3,4,4
"48",894325,358.931840487442,135.468272641833,266.863880243304,2,2,4,1,3,4,3,1,3,6,2,2,4,6,3,3,4,4
"49",895914,352.806481265779,160.813736512898,253.111480355205,2,6,1,3,1,3,2,1,1,1,1,1,5,4,3,2,5,3
"50",897769,374.003425095909,134.60133974503,277.427080732878,2,4,2,2,1,1,1,1,2,3,3,2,6,6,2,3,4,4
